"","ds","tv_S","ooh_S","print_S","facebook_S","search_S","newsletter","type","solID"
"305",2017-09-25,250991.52,433691.2,0,7587.00218147959,22920,NA,"rawSpend","3_130_15"
"306",2017-10-02,333913.36,175089.6,0,0,22040,NA,"rawSpend","3_130_15"
"307",2017-10-09,133913.36,981708.8,55514.8,16045.7172430985,24040,NA,"rawSpend","3_130_15"
"308",2017-10-16,0,0,0,12571.1221852087,22760,NA,"rawSpend","3_130_15"
"309",2017-10-23,133081.52,138273.6,0,14195.6391147518,23760,NA,"rawSpend","3_130_15"
"310",2017-10-30,13935.68,0,0,15820.1560442949,25400,NA,"rawSpend","3_130_15"
"311",2017-11-06,63447.04,955572.8,69119.7333333332,10658.4448704671,29480,NA,"rawSpend","3_130_15"
"312",2017-11-13,0,0,0,22800.3055403025,0,NA,"rawSpend","3_130_15"
"313",2017-11-20,165682,315915.2,4038.26666666668,9839.89246575906,0,NA,"rawSpend","3_130_15"
"314",2017-11-27,0,0,28805.3333333333,7391.37972399534,45040,NA,"rawSpend","3_130_15"
"315",2017-12-04,86770.64,263526.4,0,4969.40359385557,38200,NA,"rawSpend","3_130_15"
"316",2017-12-11,0,0,0,9091.08371980631,33360,NA,"rawSpend","3_130_15"
"317",2017-12-18,191247.16,275524.8,0,3035.63307500258,35000,NA,"rawSpend","3_130_15"
"318",2017-12-25,271247.16,0,45103.3333333332,21679.6440186449,30240,NA,"rawSpend","3_130_15"
"319",2018-01-01,0,0,15875.0666666667,12843.6327738085,31960,NA,"rawSpend","3_130_15"
"320",2018-01-08,0,11841.6,0,16418.9308706815,32520,NA,"rawSpend","3_130_15"
"321",2018-01-15,117267.72,0,46442,0,30240,NA,"rawSpend","3_130_15"
"322",2018-01-22,0,170433.6,58042.2666666668,0,27680,NA,"rawSpend","3_130_15"
"323",2018-01-29,75507.6,0,0,0,26880,NA,"rawSpend","3_130_15"
"324",2018-02-05,0,0,14240.4,1418.94104375883,31840,NA,"rawSpend","3_130_15"
"325",2018-02-12,27495.64,162556.8,0,0,0,NA,"rawSpend","3_130_15"
"326",2018-02-19,0,0,18934.2666666667,0,0,NA,"rawSpend","3_130_15"
"327",2018-02-26,37068.32,168513.6,30008.4,0,22240,NA,"rawSpend","3_130_15"
"328",2018-03-05,0,0,0,0,22080,NA,"rawSpend","3_130_15"
"329",2018-03-12,159360.76,271812.8,61460.4,0,21240,NA,"rawSpend","3_130_15"
"330",2018-03-19,0,0,0,0,17880,NA,"rawSpend","3_130_15"
"331",2018-03-26,59231.52,245745.6,8967.46666666668,0,19000,NA,"rawSpend","3_130_15"
"332",2018-04-02,0,0,0,0,16560,NA,"rawSpend","3_130_15"
"333",2018-04-09,0,33772.8,0,0,17920,NA,"rawSpend","3_130_15"
"334",2018-04-16,0,0,0,6339.78143515393,14920,NA,"rawSpend","3_130_15"
"335",2018-04-23,0,475060.8,0,0,11080,NA,"rawSpend","3_130_15"
"336",2018-04-30,0,0,0,38401.791897368,9520,NA,"rawSpend","3_130_15"
"337",2018-05-07,0,179022.4,0,0,14160,NA,"rawSpend","3_130_15"
"338",2018-05-14,0,0,20410.9333333333,39121.3423279405,0,NA,"rawSpend","3_130_15"
"339",2018-05-21,2841.32,78865.6,0,0,0,NA,"rawSpend","3_130_15"
"340",2018-05-28,0,0,12616.2666666667,3027.12775076413,13920,NA,"rawSpend","3_130_15"
"341",2018-06-04,0,0,0,0,14160,NA,"rawSpend","3_130_15"
"342",2018-06-11,24944.04,0,16274,0,13600,NA,"rawSpend","3_130_15"
"343",2018-06-18,0,52388.8,0,0,16240,NA,"rawSpend","3_130_15"
"344",2018-06-25,0,0,31152.4,11270.8282156352,15480,NA,"rawSpend","3_130_15"
"345",2018-07-02,43865.84,504304,0,0,11800,NA,"rawSpend","3_130_15"
"346",2018-07-09,0,0,34463.7333333333,24239.4064014475,15560,NA,"rawSpend","3_130_15"
"347",2018-07-16,26567.36,178553.6,0,0,15440,NA,"rawSpend","3_130_15"
"348",2018-07-23,29186.68,0,15518,0,20760,NA,"rawSpend","3_130_15"
"349",2018-07-30,0,0,0,0,23240,NA,"rawSpend","3_130_15"
"350",2018-08-06,39124.48,277723.2,21600.4,0,26320,NA,"rawSpend","3_130_15"
"351",2018-08-13,0,0,0,13352.2511632676,0,NA,"rawSpend","3_130_15"
"352",2018-08-20,184689.36,319296,0,0,0,NA,"rawSpend","3_130_15"
"353",2018-08-27,0,0,0,13525.4195647623,25760,NA,"rawSpend","3_130_15"
"354",2018-09-03,34984.24,204640,2317.33333333333,0,29200,NA,"rawSpend","3_130_15"
"355",2018-09-10,0,0,1608,0,31520,NA,"rawSpend","3_130_15"
"356",2018-09-17,0,138361.6,29055.2,10208.6833247381,28080,NA,"rawSpend","3_130_15"
"357",2018-09-24,2663.8,87960,0,0,32680,NA,"rawSpend","3_130_15"
"358",2018-10-01,470110.32,78681.6,8095.33333333332,2750.53460652988,37040,NA,"rawSpend","3_130_15"
"359",2018-10-08,0,0,7769.46666666668,6047.53849432094,34480,NA,"rawSpend","3_130_15"
"360",2018-10-15,133468.56,189321.6,3117.33333333333,7327.75989869177,38280,NA,"rawSpend","3_130_15"
"361",2018-10-22,0,0,0,0,40480,NA,"rawSpend","3_130_15"
"362",2018-10-29,75869.92,0,6384.4,23795.4284762006,41400,NA,"rawSpend","3_130_15"
"363",2018-11-05,0,436176,4366.53333333332,0,42160,NA,"rawSpend","3_130_15"
"364",2018-11-12,172052.76,0,0,26185.4245872038,0,NA,"rawSpend","3_130_15"
"365",2018-11-19,0,141160,0,0,0,NA,"rawSpend","3_130_15"
"366",2018-11-26,160575.6,0,45388.4,21010.7853205335,48000,NA,"rawSpend","3_130_15"
"367",2018-12-03,0,160676.8,0,0,41960,NA,"rawSpend","3_130_15"
"368",2018-12-10,0,0,18848,0,47320,NA,"rawSpend","3_130_15"
"369",2018-12-17,0,46091.2,0,0,46640,NA,"rawSpend","3_130_15"
"370",2018-12-24,474139.72,0,22355.8666666667,27204.0222180001,51440,NA,"rawSpend","3_130_15"
"371",2018-12-31,154139.72,0,0,0,43480,NA,"rawSpend","3_130_15"
"372",2019-01-07,0,988.8,2710.8,4427.44433338182,51080,NA,"rawSpend","3_130_15"
"373",2019-01-14,34751.92,0,2205.33333333333,0,48880,NA,"rawSpend","3_130_15"
"374",2019-01-21,0,81825.6,8760.66666666668,8584.50660816449,41440,NA,"rawSpend","3_130_15"
"375",2019-01-28,95029.2,0,0,0,45600,NA,"rawSpend","3_130_15"
"376",2019-02-04,0,0,12816.1333333333,0,41760,NA,"rawSpend","3_130_15"
"377",2019-02-11,38168.52,0,3575.73333333333,6330.93589794594,0,NA,"rawSpend","3_130_15"
"378",2019-02-18,0,0,1505.06666666667,0,0,NA,"rawSpend","3_130_15"
"379",2019-02-25,54362.88,92649.6,1937.46666666667,0,36560,NA,"rawSpend","3_130_15"
"380",2019-03-04,0,0,0,0,29840,NA,"rawSpend","3_130_15"
"381",2019-03-11,16470.96,0,0,0,27120,NA,"rawSpend","3_130_15"
"382",2019-03-18,0,0,0,18362.2273526816,21480,NA,"rawSpend","3_130_15"
"383",2019-03-25,10450.16,17296,0,0,23920,NA,"rawSpend","3_130_15"
"384",2019-04-01,0,0,0,9925.96634705213,23640,NA,"rawSpend","3_130_15"
"385",2019-04-08,143669.44,6171.2,0,0,22360,NA,"rawSpend","3_130_15"
"386",2019-04-15,0,0,8988.66666666668,0,19200,NA,"rawSpend","3_130_15"
"387",2019-04-22,14635.2,0,0,4790.79178484821,18800,NA,"rawSpend","3_130_15"
"388",2019-04-29,0,0,37397.7333333333,7539.3723657443,16880,NA,"rawSpend","3_130_15"
"389",2019-05-06,11087.68,0,0,0,21840,NA,"rawSpend","3_130_15"
"390",2019-05-13,0,0,6371.2,19365.1751868791,0,NA,"rawSpend","3_130_15"
"391",2019-05-20,87721.16,17307.2,11368.6666666667,0,0,NA,"rawSpend","3_130_15"
"392",2019-05-27,0,11003.2,0,0,15640,NA,"rawSpend","3_130_15"
"393",2019-06-03,0,0,4175.73333333332,0,18600,NA,"rawSpend","3_130_15"
"394",2019-06-10,0,0,0,148.585815504597,12440,NA,"rawSpend","3_130_15"
"395",2019-06-17,0,0,0,0,14440,NA,"rawSpend","3_130_15"
"396",2019-06-24,18481.44,0,0,0,14800,NA,"rawSpend","3_130_15"
"397",2019-07-01,0,0,0,0,19160,NA,"rawSpend","3_130_15"
"398",2019-07-08,15811.08,0,0,0,18400,NA,"rawSpend","3_130_15"
"399",2019-07-15,0,199395.2,0,0,23160,NA,"rawSpend","3_130_15"
"400",2019-07-22,36148.52,0,0,8580.42405253004,25560,NA,"rawSpend","3_130_15"
"401",2019-07-29,0,115297.6,0,0,28560,NA,"rawSpend","3_130_15"
"402",2019-08-05,39029.92,0,0,46201.1742240227,32440,NA,"rawSpend","3_130_15"
"403",2019-08-12,0,101840,0,0,0,NA,"rawSpend","3_130_15"
"404",2019-08-19,0,0,9660.8,29234.7534331714,0,NA,"rawSpend","3_130_15"
"405",2019-08-26,0,115566.4,0,0,38960,NA,"rawSpend","3_130_15"
"406",2019-09-02,679.24,0,41193.4666666668,12113.8759541499,38400,NA,"rawSpend","3_130_15"
"407",2019-09-09,147803.4,12734.4,0,0,41280,NA,"rawSpend","3_130_15"
"408",2019-09-16,0,34385.6,43812.9333333332,3992.65215831248,48280,NA,"rawSpend","3_130_15"
"409",2019-09-23,83450.84,0,0,0,46280,NA,"rawSpend","3_130_15"
"410",2019-09-30,0,94366.4,58826.8,0,44040,NA,"rawSpend","3_130_15"
"411",2019-10-07,57791.84,0,0,41579.3810328513,46040,NA,"rawSpend","3_130_15"
"412",2019-10-14,0,96692.8,61489.4666666668,0,44840,NA,"rawSpend","3_130_15"
"413",2019-10-21,61967.04,0,0,13362.4575523537,41480,NA,"rawSpend","3_130_15"
"414",2019-10-28,8793,22550.4,6990.4,0,45880,NA,"rawSpend","3_130_15"
"415",2019-11-04,8981.2,0,9620.53333333332,0,53640,NA,"rawSpend","3_130_15"
"416",2019-11-11,0,0,0,36619.0759369898,0,NA,"rawSpend","3_130_15"
"417",2016-01-04,2061.16,680260.8,0,10869.036698611,11120,28817,"predictedExposure","3_130_15"
"418",2016-01-11,8856.68,0,70743.8666666668,12389.4484594755,12800,19082,"predictedExposure","3_130_15"
"419",2016-01-18,0,0,0,10869.036698611,9160,19679,"predictedExposure","3_130_15"
"420",2016-01-25,0,0,33731.7333333333,9008.07175523908,9160,15095,"predictedExposure","3_130_15"
"421",2016-02-01,49535.48,127432,0,0,8240,9795,"predictedExposure","3_130_15"
"422",2016-02-08,0,0,14290.6666666667,10693.1465933599,8080,10876,"predictedExposure","3_130_15"
"423",2016-02-15,198829.32,0,7345.2,4345.79322069274,0,19401.6538461538,"predictedExposure","3_130_15"
"424",2016-02-22,0,0,0,0,0,19401.6538461538,"predictedExposure","3_130_15"
"425",2016-02-29,124668.88,0,0,7246.78921194176,6880,583,"predictedExposure","3_130_15"
"426",2016-03-07,0,0,49518.2666666668,0,8480,8224,"predictedExposure","3_130_15"
"427",2016-03-14,59317.32,131982.4,0,0,7120,5311,"predictedExposure","3_130_15"
"428",2016-03-21,0,0,0,0,6880,7428,"predictedExposure","3_130_15"
"429",2016-03-28,0,198265.6,40738.2666666668,19413.1452155839,7600,10025,"predictedExposure","3_130_15"
"430",2016-04-04,0,0,0,62.5119342115275,5720,9460,"predictedExposure","3_130_15"
"431",2016-04-11,0,199241.6,0,0,5600,2964,"predictedExposure","3_130_15"
"432",2016-04-18,33380.2,0,0,7046.06355991445,5360,11663,"predictedExposure","3_130_15"
"433",2016-04-25,0,0,0,0,5400,6317,"predictedExposure","3_130_15"
"434",2016-05-02,0,0,37555.7333333333,0,3800,5408,"predictedExposure","3_130_15"
"435",2016-05-09,0,149873.6,0,0,4280,1900,"predictedExposure","3_130_15"
"436",2016-05-16,0,0,0,11021.7923219335,0,19401.6538461538,"predictedExposure","3_130_15"
"437",2016-05-23,0,373328,0,0,0,19401.6538461538,"predictedExposure","3_130_15"
"438",2016-05-30,0,0,0,0,4040,9003,"predictedExposure","3_130_15"
"439",2016-06-06,0,0,0,0,3600,4305,"predictedExposure","3_130_15"
"440",2016-06-13,0,0,0,0,4560,7217,"predictedExposure","3_130_15"
"441",2016-06-20,61417.16,371724.8,0,7659.46754399115,4880,1983,"predictedExposure","3_130_15"
"442",2016-06-27,0,0,0,0,4520,3437,"predictedExposure","3_130_15"
"443",2016-07-04,30363.04,0,15505.2,0,5240,4147,"predictedExposure","3_130_15"
"444",2016-07-11,0,0,0,0,5720,8479,"predictedExposure","3_130_15"
"445",2016-07-18,5701.24,958929.6,14342,10658.4448704671,4280,6348,"predictedExposure","3_130_15"
"446",2016-07-25,0,0,0,0,5840,13762,"predictedExposure","3_130_15"
"447",2016-08-01,84540.76,492651.2,0,15306.0942473233,6840,11841,"predictedExposure","3_130_15"
"448",2016-08-08,0,0,2423.33333333333,0,7600,17162,"predictedExposure","3_130_15"
"449",2016-08-15,85892.04,0,0,3035.63307500258,0,19401.6538461538,"predictedExposure","3_130_15"
"450",2016-08-22,0,0,41939.2,1925.51815540065,0,19401.6538461538,"predictedExposure","3_130_15"
"451",2016-08-29,71973.48,478937.6,0,0,9240,2453,"predictedExposure","3_130_15"
"452",2016-09-05,63785.52,263430.4,9244.13333333332,188.390732940523,9520,3186,"predictedExposure","3_130_15"
"453",2016-09-12,0,480347.2,0,0,10000,11247,"predictedExposure","3_130_15"
"454",2016-09-19,0,98083.2,76609.8666666668,13612.8542979335,10200,15280,"predictedExposure","3_130_15"
"455",2016-09-26,0,487126.4,0,0,8920,2886,"predictedExposure","3_130_15"
"456",2016-10-03,433609.92,365609.6,29439.4666666667,9441.50307843027,10120,14067,"predictedExposure","3_130_15"
"457",2016-10-10,0,0,32171.3333333333,10842.500086987,11960,24098,"predictedExposure","3_130_15"
"458",2016-10-17,244168.04,89387.2,0,15973.251880587,11160,26550,"predictedExposure","3_130_15"
"459",2016-10-24,0,476737.6,28082.9333333333,17597.7688101301,12240,17728,"predictedExposure","3_130_15"
"460",2016-10-31,281984.36,0,0,19222.2857396732,14680,13989,"predictedExposure","3_130_15"
"461",2016-11-07,0,427806.4,34631.4666666667,20864.8339566018,12480,29426,"predictedExposure","3_130_15"
"462",2016-11-14,156973.16,0,0,15996.046149546,0,19401.6538461538,"predictedExposure","3_130_15"
"463",2016-11-21,20871.16,435054.4,21879.2,20046.2815518938,0,19401.6538461538,"predictedExposure","3_130_15"
"464",2016-11-28,0,0,12428.8,14195.6391147518,28600,27941,"predictedExposure","3_130_15"
"465",2016-12-05,42763.2,717241.6,0,4969.40359385557,25200,51273,"predictedExposure","3_130_15"
"466",2016-12-12,0,0,0,9091.08371980631,22040,19606,"predictedExposure","3_130_15"
"467",2016-12-19,0,1004760,0,3035.63307500258,20680,4453,"predictedExposure","3_130_15"
"468",2016-12-26,323163.04,0,0,21679.6440186449,23200,559,"predictedExposure","3_130_15"
"469",2017-01-02,123163.04,1361088,83994.4,12843.6327738085,22120,46507,"predictedExposure","3_130_15"
"470",2017-01-09,0,0,0,16418.9308706815,21240,21771,"predictedExposure","3_130_15"
"471",2017-01-16,17739.88,0,4606.93333333332,17963.1575394137,20120,35351,"predictedExposure","3_130_15"
"472",2017-01-23,0,0,32342.9333333333,19507.3842081459,21000,13998,"predictedExposure","3_130_15"
"473",2017-01-30,120734.88,0,0,12841.9317089608,21680,27415,"predictedExposure","3_130_15"
"474",2017-02-06,0,0,0,0,16760,4085,"predictedExposure","3_130_15"
"475",2017-02-13,0,383171.2,0,24781.3656619212,0,19401.6538461538,"predictedExposure","3_130_15"
"476",2017-02-20,0,0,32073.0666666667,0,0,19401.6538461538,"predictedExposure","3_130_15"
"477",2017-02-27,0,0,0,41701.8577018849,13520,26556,"predictedExposure","3_130_15"
"478",2017-03-06,0,0,42083.3333333332,0,14000,12272,"predictedExposure","3_130_15"
"479",2017-03-13,31082.64,0,0,0,12640,25992,"predictedExposure","3_130_15"
"480",2017-03-20,0,0,59561.4666666668,0,11320,22696,"predictedExposure","3_130_15"
"481",2017-03-27,0,73428.8,0,7847.60531614557,14400,26404,"predictedExposure","3_130_15"
"482",2017-04-03,0,0,0,0,13680,1245,"predictedExposure","3_130_15"
"483",2017-04-10,0,1501084.8,0,0,11000,1126,"predictedExposure","3_130_15"
"484",2017-04-17,22407.16,0,0,0,10640,11966,"predictedExposure","3_130_15"
"485",2017-04-24,0,888464,0,0,9800,17897,"predictedExposure","3_130_15"
"486",2017-05-01,109868.76,0,0,0,7800,6052,"predictedExposure","3_130_15"
"487",2017-05-08,0,919038.4,0,0,8040,9055,"predictedExposure","3_130_15"
"488",2017-05-15,0,0,0,0,0,19401.6538461538,"predictedExposure","3_130_15"
"489",2017-05-22,0,123019.2,0,11935.6043581121,0,19401.6538461538,"predictedExposure","3_130_15"
"490",2017-05-29,0,0,21524.1333333333,0,6520,5778,"predictedExposure","3_130_15"
"491",2017-06-05,27376.4,127460.8,0,9276.15957523489,8040,1988,"predictedExposure","3_130_15"
"492",2017-06-12,0,0,0,0,6680,4794,"predictedExposure","3_130_15"
"493",2017-06-19,108779.04,0,0,93.8115274090074,9520,5180,"predictedExposure","3_130_15"
"494",2017-06-26,0,475896,13978.2666666667,0,8000,1048,"predictedExposure","3_130_15"
"495",2017-07-03,13682.28,0,28719.2,19950.3414944841,11360,10977,"predictedExposure","3_130_15"
"496",2017-07-10,0,0,0,0,11160,6813,"predictedExposure","3_130_15"
"497",2017-07-17,29591.4,324544,74872.5333333332,0,11560,2361,"predictedExposure","3_130_15"
"498",2017-07-24,0,0,0,0,11600,15114,"predictedExposure","3_130_15"
"499",2017-07-31,34154.76,616320,4357.33333333332,0,13600,10044,"predictedExposure","3_130_15"
"500",2017-08-07,0,314598.4,28401.7333333333,0,16080,8930,"predictedExposure","3_130_15"
"501",2017-08-14,102141.16,0,0,0,0,19401.6538461538,"predictedExposure","3_130_15"
"502",2017-08-21,0,0,34044.5333333333,4028.03430714441,0,19401.6538461538,"predictedExposure","3_130_15"
"503",2017-08-28,353667.36,0,0,2696.7809573429,21000,33712,"predictedExposure","3_130_15"
"504",2017-09-04,0,0,0,0,19480,20000,"predictedExposure","3_130_15"
"505",2017-09-11,146607.8,450494.4,13831.0666666667,1865.30045979246,16760,2265,"predictedExposure","3_130_15"
"506",2017-09-18,0,0,0,0,19320,15924,"predictedExposure","3_130_15"
"507",2017-09-25,250991.52,433691.2,0,7587.00218147959,22920,24336,"predictedExposure","3_130_15"
"508",2017-10-02,333913.36,175089.6,0,0,22040,29510,"predictedExposure","3_130_15"
"509",2017-10-09,133913.36,981708.8,55514.8,16045.7172430985,24040,15458,"predictedExposure","3_130_15"
"510",2017-10-16,0,0,0,12571.1221852087,22760,43966,"predictedExposure","3_130_15"
"511",2017-10-23,133081.52,138273.6,0,14195.6391147518,23760,35016,"predictedExposure","3_130_15"
"512",2017-10-30,13935.68,0,0,15820.1560442949,25400,4749,"predictedExposure","3_130_15"
"513",2017-11-06,63447.04,955572.8,69119.7333333332,10658.4448704671,29480,25943,"predictedExposure","3_130_15"
"514",2017-11-13,0,0,0,22800.3055403025,0,19401.6538461538,"predictedExposure","3_130_15"
"515",2017-11-20,165682,315915.2,4038.26666666668,9839.89246575906,0,19401.6538461538,"predictedExposure","3_130_15"
"516",2017-11-27,0,0,28805.3333333333,7391.37972399534,45040,41469,"predictedExposure","3_130_15"
"517",2017-12-04,86770.64,263526.4,0,4969.40359385557,38200,16136,"predictedExposure","3_130_15"
"518",2017-12-11,0,0,0,9091.08371980631,33360,37784,"predictedExposure","3_130_15"
"519",2017-12-18,191247.16,275524.8,0,3035.63307500258,35000,43251,"predictedExposure","3_130_15"
"520",2017-12-25,271247.16,0,45103.3333333332,21679.6440186449,30240,57523,"predictedExposure","3_130_15"
"521",2018-01-01,0,0,15875.0666666667,12843.6327738085,31960,77617,"predictedExposure","3_130_15"
"522",2018-01-08,0,11841.6,0,16418.9308706815,32520,74527,"predictedExposure","3_130_15"
"523",2018-01-15,117267.72,0,46442,0,30240,10394,"predictedExposure","3_130_15"
"524",2018-01-22,0,170433.6,58042.2666666668,0,27680,9740,"predictedExposure","3_130_15"
"525",2018-01-29,75507.6,0,0,0,26880,13533,"predictedExposure","3_130_15"
"526",2018-02-05,0,0,14240.4,1418.94104375883,31840,56102,"predictedExposure","3_130_15"
"527",2018-02-12,27495.64,162556.8,0,0,0,19401.6538461538,"predictedExposure","3_130_15"
"528",2018-02-19,0,0,18934.2666666667,0,0,19401.6538461538,"predictedExposure","3_130_15"
"529",2018-02-26,37068.32,168513.6,30008.4,0,22240,19325,"predictedExposure","3_130_15"
"530",2018-03-05,0,0,0,0,22080,18078,"predictedExposure","3_130_15"
"531",2018-03-12,159360.76,271812.8,61460.4,0,21240,8711,"predictedExposure","3_130_15"
"532",2018-03-19,0,0,0,0,17880,12979,"predictedExposure","3_130_15"
"533",2018-03-26,59231.52,245745.6,8967.46666666668,0,19000,23910,"predictedExposure","3_130_15"
"534",2018-04-02,0,0,0,0,16560,10567,"predictedExposure","3_130_15"
"535",2018-04-09,0,33772.8,0,0,17920,41329,"predictedExposure","3_130_15"
"536",2018-04-16,0,0,0,6339.78143515393,14920,21616,"predictedExposure","3_130_15"
"537",2018-04-23,0,475060.8,0,0,11080,2529,"predictedExposure","3_130_15"
"538",2018-04-30,0,0,0,38401.791897368,9520,6836,"predictedExposure","3_130_15"
"539",2018-05-07,0,179022.4,0,0,14160,330,"predictedExposure","3_130_15"
"540",2018-05-14,0,0,20410.9333333333,39121.3423279405,0,19401.6538461538,"predictedExposure","3_130_15"
"541",2018-05-21,2841.32,78865.6,0,0,0,19401.6538461538,"predictedExposure","3_130_15"
"542",2018-05-28,0,0,12616.2666666667,3027.12775076413,13920,28568,"predictedExposure","3_130_15"
"543",2018-06-04,0,0,0,0,14160,26708,"predictedExposure","3_130_15"
"544",2018-06-11,24944.04,0,16274,0,13600,7675,"predictedExposure","3_130_15"
"545",2018-06-18,0,52388.8,0,0,16240,23355,"predictedExposure","3_130_15"
"546",2018-06-25,0,0,31152.4,11270.8282156352,15480,16989,"predictedExposure","3_130_15"
"547",2018-07-02,43865.84,504304,0,0,11800,14653,"predictedExposure","3_130_15"
"548",2018-07-09,0,0,34463.7333333333,24239.4064014475,15560,15143,"predictedExposure","3_130_15"
"549",2018-07-16,26567.36,178553.6,0,0,15440,9013,"predictedExposure","3_130_15"
"550",2018-07-23,29186.68,0,15518,0,20760,22477,"predictedExposure","3_130_15"
"551",2018-07-30,0,0,0,0,23240,8906,"predictedExposure","3_130_15"
"552",2018-08-06,39124.48,277723.2,21600.4,0,26320,59318,"predictedExposure","3_130_15"
"553",2018-08-13,0,0,0,13352.2511632676,0,19401.6538461538,"predictedExposure","3_130_15"
"554",2018-08-20,184689.36,319296,0,0,0,19401.6538461538,"predictedExposure","3_130_15"
"555",2018-08-27,0,0,0,13525.4195647623,25760,48020,"predictedExposure","3_130_15"
"556",2018-09-03,34984.24,204640,2317.33333333333,0,29200,70855,"predictedExposure","3_130_15"
"557",2018-09-10,0,0,1608,0,31520,46225,"predictedExposure","3_130_15"
"558",2018-09-17,0,138361.6,29055.2,10208.6833247381,28080,74995,"predictedExposure","3_130_15"
"559",2018-09-24,2663.8,87960,0,0,32680,1047,"predictedExposure","3_130_15"
"560",2018-10-01,470110.32,78681.6,8095.33333333332,2750.53460652988,37040,34469,"predictedExposure","3_130_15"
"561",2018-10-08,0,0,7769.46666666668,6047.53849432094,34480,22232,"predictedExposure","3_130_15"
"562",2018-10-15,133468.56,189321.6,3117.33333333333,7327.75989869177,38280,49409,"predictedExposure","3_130_15"
"563",2018-10-22,0,0,0,0,40480,49575,"predictedExposure","3_130_15"
"564",2018-10-29,75869.92,0,6384.4,23795.4284762006,41400,42276,"predictedExposure","3_130_15"
"565",2018-11-05,0,436176,4366.53333333332,0,42160,25332,"predictedExposure","3_130_15"
"566",2018-11-12,172052.76,0,0,26185.4245872038,0,19401.6538461538,"predictedExposure","3_130_15"
"567",2018-11-19,0,141160,0,0,0,19401.6538461538,"predictedExposure","3_130_15"
"568",2018-11-26,160575.6,0,45388.4,21010.7853205335,48000,301,"predictedExposure","3_130_15"
"569",2018-12-03,0,160676.8,0,0,41960,34832,"predictedExposure","3_130_15"
"570",2018-12-10,0,0,18848,0,47320,68792,"predictedExposure","3_130_15"
"571",2018-12-17,0,46091.2,0,0,46640,37199,"predictedExposure","3_130_15"
"572",2018-12-24,474139.72,0,22355.8666666667,27204.0222180001,51440,80865,"predictedExposure","3_130_15"
"573",2018-12-31,154139.72,0,0,0,43480,54011,"predictedExposure","3_130_15"
"574",2015-11-23,67075.04,0,38185.4666666667,22821.3987444138,0,19401.6538461538,"adstockedMedia","3_130_15"
"575",2015-11-30,132906.915568,0,15132.90044,10135.3485819201,12400,17029.9508538461,"adstockedMedia","3_130_15"
"576",2015-12-07,93260.7826540656,396835.2,7358.768444372,15748.9186165642,13698.64,16509.2563285338,"adstockedMedia","3_130_15"
"577",2015-12-14,315792.011188358,151829.14752,55956.2799345046,13031.654103823,15343.563504,4705.16818031281,"adstockedMedia","3_130_15"
"578",2015-12-21,221591.254250871,890097.831841152,22175.4737380442,5900.05412210005,13733.7960768544,16020.9764080081,"adstockedMedia","3_130_15"
"579",2015-12-28,255166.503107836,340551.430462425,104555.07357572,17745.6314321031,13910.1939400947,15665.8206774841,"adstockedMedia","3_130_15"
"580",2016-01-04,181111.495230768,810555.777294924,41435.1756580579,16086.2523396493,13743.4625771019,30624.8357061817,"adstockedMedia","3_130_15"
"581",2016-01-11,135942.61620343,310118.640393038,87164.6267799551,17118.8066473324,15392.0170420414,22616.1060404934,"adstockedMedia","3_130_15"
"582",2016-01-18,95390.933789947,118651.391814376,34543.3415928962,15901.9658529267,12062.934414129,22288.8986370729,"adstockedMedia","3_130_15"
"583",2016-01-25,66935.8182404058,45396.0225081804,47421.2596065981,13683.2497159995,11435.0694305047,17667.1389027182,"adstockedMedia","3_130_15"
"584",2016-02-01,96504.3436592928,144800.51821163,18793.0451820948,4022.87541650386,10396.6540945932,11833.7878293737,"adstockedMedia","3_130_15"
"585",2016-02-08,67717.0979457257,55400.6782677696,21738.3504723309,11875.871965812,10040.8089622403,12241.6191155097,"adstockedMedia","3_130_15"
"586",2016-02-15,246346.407628516,21196.2995052486,15960.1082921847,7837.29957864148,1893.69657027852,20814.3366920836,"adstockedMedia","3_130_15"
"587",2016-02-22,172861.27423293,8109.70419070813,6324.9909161928,2304.16607612059,357.151173154528,21803.6283004202,"adstockedMedia","3_130_15"
"588",2016-02-29,245965.636129247,3102.77282336493,2506.59390008721,7924.21403832121,6947.35871125694,3099.1387058685,"adstockedMedia","3_130_15"
"589",2016-03-07,172594.086871892,1187.12088221942,50511.6298292714,2329.71892726644,9790.27185294306,8581.64060665723,"adstockedMedia","3_130_15"
"590",2016-03-14,180426.590758007,132436.592449537,20017.7589013402,684.937364616332,8966.44527146506,6301.32132600824,"adstockedMedia","3_130_15"
"591",2016-03-21,126605.338734893,50670.2402711929,7933.03785260114,201.371585197202,8571.07157819831,8155.17248102135,"adstockedMedia","3_130_15"
"592",2016-03-28,88838.9661902747,217652.033927758,43882.1295676526,19472.3484616319,9216.5040996482,10966.1069043099,"adstockedMedia","3_130_15"
"593",2016-04-04,62338.3025757158,83273.6681807604,17390.4879476607,5787.3823819313,7458.23267319365,10725.4887367574,"adstockedMedia","3_130_15"
"594",2016-04-11,43742.7869173797,231102.105445959,6891.85037365795,1701.4904202878,7006.62268216432,4201.7214002218,"adstockedMedia","3_130_15"
